POS_P3_A1	POS_P3_A5	POS_P3_B1	POS_P3_B5	POS_P3_C1	POS_P3_E3	POS_P3_E4	POS_P3_F3	POS_P3_F4	POS_P3_G3	POS_P3_G4	POS_P3_H3	POS_P3_H4
3	3	4	2	4	3	4	2	2	6	2	9	1
14	1	16	3	4	26	7	6	4	27	3	34	1
16	8	39	3	7	16	24	13	17	23	4	37	1
0	0	0	0	0	2	0	1	0	2	0	0	0
5	7	4	2	3	28	13	13	3	51	1	57	1
35	18	51	9	35	197	60	134	27	97	11	116	1
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	3	0	1	7	2	2	0	7	0	17	1
80	81	101	60	61	1	129	2	70	1	23	0	20
0	3	0	0	0	39	2	105	0	22	0	39	0
271	207	438	178	270	5139	1058	2500	439	2466	117	2763	57
138	100	162	81	119	2560	365	761	149	868	45	1084	30
6	5	7	5	4	17	4	14	3	24	0	26	0
0	0	1	1	1	2	1	0	1	2	0	1	0
39	11	37	9	24	84	32	14	15	76	10	92	1
40	21	39	13	18	160	79	131	30	96	4	115	4
1	0	1	0	2	3	0	2	1	3	0	3	0
4	5	11	3	5	11	12	2	7	15	3	17	3
14	5	18	2	13	39	9	24	28	96	19	83	1
27	11	24	17	15	182	47	162	13	135	4	165	2
31	27	67	27	27	154	102	102	52	137	9	132	10
71	27	49	17	29	165	77	35	26	174	12	177	8
48	15	40	17	28	171	45	42	19	90	6	125	5
3	1	1	0	2	3	2	1	1	3	0	9	0
12	6	40	4	10	4	14	4	13	58	6	46	4
14	4	8	3	15	27	22	17	6	23	2	36	0
14	2	13	2	11	37	5	16	6	37	1	42	2
28	10	23	10	14	115	25	47	13	96	6	99	4
12	1	10	2	3	40	9	7	1	38	0	50	1
34	10	23	9	12	31	23	36	17	58	3	70	2
21	12	24	9	12	33	25	6	8	31	5	25	1
1	1	2	2	0	0	3	0	0	1	1	1	2
4	5	3	1	5	5	5	4	5	7	1	6	0
0	0	1	0	0	0	2	0	0	0	0	0	0
16	7	28	9	11	31	17	5	14	29	5	31	2
3	2	3	0	1	0	1	0	0	1	0	3	0
5	3	9	2	5	24	10	9	6	40	1	62	0
113	96	155	56	109	182	307	268	150	227	45	266	26
8	7	9	5	6	42	21	20	8	46	2	36	0
0	2	6	4	1	0	10	0	4	0	2	0	0
26	14	42	3	19	17	29	7	20	17	15	24	10
0	0	2	1	1	0	0	0	0	0	0	0	0
40	84	43	53	30	1	69	0	28	0	12	2	6
31	18	44	9	28	442	89	128	33	230	16	285	6
11	4	15	7	12	87	34	38	22	93	2	95	1
40	13	27	2	23	248	16	63	12	411	9	503	2
11	5	7	2	9	23	11	6	11	31	2	27	1
22	9	28	6	19	85	22	55	11	70	7	45	3
2	2	4	3	3	38	2	40	3	27	1	40	1
0	0	0	0	0	0	0	0	0	0	0	3	0
19	10	8	7	6	18	16	3	5	23	2	36	3
0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	3	1	5	1	6	0	3	1	1	1	0
0	0	2	0	0	0	0	0	2	1	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
2	1	0	0	0	0	0	0	0	0	1	0	1
1	1	0	0	3	1	0	1	0	3	0	1	0
0	0	1	0	1	0	1	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0
2	2	3	0	0	0	3	1	0	0	1	1	0
0	0	1	0	1	0	0	0	0	0	0	0	0
4	0	1	1	1	1	4	0	0	0	1	2	1
5	7	4	2	3	7	2	0	0	2	0	6	1
1	0	1	0	0	0	0	0	0	1	0	1	0
5	4	15	2	6	5	15	4	2	7	0	8	2
0	0	0	0	0	1	1	1	0	6	0	6	0
0	0	0	0	0	0	0	0	0	0	0	2	0
9	5	14	0	7	84	7	73	2	37	5	47	4
3	0	3	0	0	1	2	1	3	5	1	8	1
6	9	6	8	5	3	6	0	0	4	2	5	1
0	0	0	0	0	0	0	0	0	2	0	0	0
36	18	30	10	40	118	61	45	25	60	6	92	4
0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	2	0	0	4	2	0	1	0	1	0
13	5	13	1	8	24	11	6	3	52	2	52	0
3	1	2	1	2	0	7	0	4	3	2	0	0
0	0	2	0	0	3	0	1	1	1	0	2	0
0	0	0	0	0	1	0	0	0	0	0	1	0
3	0	1	0	0	59	0	30	0	79	0	84	0
1	0	0	0	0	0	1	0	1	0	0	2	0
4	3	3	0	2	0	2	0	0	0	0	0	0
6	2	5	3	3	11	13	14	6	7	2	14	1
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0
8	1	7	0	4	24	4	2	3	84	0	65	1
32	10	23	8	31	51	28	10	15	80	11	86	1
2	0	0	4	7	4	8	2	0	4	0	6	1
148	86	136	80	107	1117	247	729	139	1096	36	1222	18
13	7	10	8	10	42	10	34	13	28	4	38	0
136	95	146	71	58	413	215	77	109	299	55	376	18
205	111	213	77	136	1035	397	397	171	751	56	860	8
8	4	7	5	8	48	10	9	6	30	1	44	1
0	0	0	0	0	0	0	0	0	0	0	0	0
31	19	37	9	19	62	43	14	26	49	10	61	2
17	12	30	14	24	59	38	28	30	31	8	40	4
28	20	26	9	21	115	52	63	23	71	5	100	3
3	0	1	0	2	28	0	27	0	47	0	63	1
70	23	52	31	35	228	83	150	37	400	6	480	13
0	1	0	1	0	0	0	0	0	0	0	0	0
0	1	1	1	1	2	2	1	1	6	0	6	0
2	3	1	1	1	20	5	10	2	7	0	14	0
5	4	5	8	6	2	3	1	2	3	3	2	1
14	7	20	1	11	80	38	44	7	57	7	56	1
2	2	4	2	0	1	2	2	1	1	0	1	0
9	3	20	1	8	29	13	10	8	30	2	29	0
2	0	7	0	0	4	4	3	1	10	2	11	0
8	5	8	4	4	20	10	3	7	7	1	9	3
12	12	15	6	7	91	20	97	18	52	3	48	0
5	3	13	4	4	22	3	7	5	13	1	14	0
6	4	6	2	5	24	8	13	2	23	1	33	2
38	13	38	10	21	138	56	39	21	114	9	149	4
30	15	35	11	17	122	44	28	16	111	6	138	5
12	5	7	7	6	61	12	46	10	40	1	36	0
16	8	19	3	16	52	16	23	6	56	1	54	1
53	19	50	14	33	152	76	95	47	80	16	81	8
1	5	13	2	10	84	24	60	7	173	2	261	1
149	76	171	87	104	542	234	106	104	396	57	414	26
26	12	31	12	19	36	45	4	17	45	8	48	1
17	16	40	12	19	71	35	20	28	70	11	66	6
26	16	33	6	23	193	41	45	21	79	5	118	2
282	172	476	136	198	3258	617	1559	303	1726	100	1719	38
0	0	0	0	0	0	0	0	0	0	0	0	0
16	10	16	7	8	38	9	10	11	22	7	38	0
11	7	11	7	5	77	21	21	6	74	5	83	4
3	1	7	1	3	61	8	32	3	84	1	96	0
207	89	234	105	131	381	302	80	115	295	67	358	41
15	7	12	4	4	106	42	61	15	85	6	105	1
11	5	10	5	8	42	13	26	8	55	2	62	1
42	38	52	22	34	126	72	116	30	86	16	110	6
11	5	6	5	7	14	19	3	13	4	3	8	5
0	0	0	0	0	0	0	0	0	0	0	1	0
8	8	8	4	4	49	10	16	6	29	5	40	0
0	0	0	0	0	0	0	1	0	1	0	8	0
0	0	14	0	2	41	0	9	0	9	1	13	0
13	13	15	9	10	40	19	13	14	27	4	36	2
11	8	11	6	6	35	20	13	16	16	7	26	3
76	23	74	22	34	143	64	44	46	92	16	105	6
46	18	47	21	18	134	63	25	21	93	14	97	0
49	24	45	20	36	93	94	24	48	108	22	111	1
445	189	527	143	273	3237	740	869	351	1689	118	1871	36
67	61	83	36	61	213	93	27	44	164	28	193	12
50	17	65	24	41	164	79	123	34	117	18	153	13
100	52	66	32	81	28	120	11	57	49	20	71	10
28	33	43	16	19	60	83	32	35	30	19	35	2
18	9	20	13	8	93	39	42	16	59	8	77	3
116	50	89	43	53	1058	248	373	123	515	28	623	10
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	16	3	8	43	14	28	3	70	3	32	4
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	1	3	0	1	2	1	0	0
80	73	122	49	57	2	139	1	41	3	14	2	15
62	32	61	27	40	407	86	252	47	369	23	472	12
0	0	0	1	0	0	0	0	0	0	0	0	0
7	4	3	4	3	4	2	1	1	6	1	6	2
0	0	1	0	2	61	1	5	1	22	1	25	1
618	464	823	307	364	4885	1478	2670	730	3697	198	4306	73
25	13	26	11	21	51	24	12	18	34	10	44	2
22	3	19	2	11	40	14	6	5	57	5	41	0
8	7	7	2	6	16	8	13	2	38	0	36	1
22	14	22	11	19	2	25	1	22	14	5	12	5
7	2	11	1	8	33	13	6	0	7	2	18	2
10	5	6	6	7	68	11	6	14	42	3	36	0
17	20	19	10	5	56	29	28	17	75	5	101	3
19	5	14	4	13	158	37	119	13	50	3	59	0
26	18	64	17	27	196	53	135	28	114	6	135	8
1	0	1	0	0	4	0	0	1	3	0	4	0
21	8	15	11	5	48	31	25	17	37	4	35	1
51	32	49	15	17	198	86	60	42	190	21	221	2
24	13	32	12	21	100	55	29	35	33	8	48	3
68	7	39	5	33	103	38	47	16	117	6	156	2
24	12	31	13	16	119	40	52	21	120	9	183	5
214	186	269	142	137	73	476	145	302	209	99	246	38
14	2	6	3	4	18	12	2	5	13	2	26	0
0	0	2	0	1	10	4	7	1	11	0	7	0
9	7	9	6	6	17	16	3	11	21	3	21	2
1	2	3	1	0	0	2	1	0	1	0	3	1
0	0	0	0	0	0	0	0	0	1	0	0	0
1	0	2	0	0	2	2	2	0	6	1	7	0
2	2	2	1	2	1	6	3	1	1	1	0	0
1	1	4	0	0	3	1	2	1	11	0	25	0
2	0	7	0	6	14	10	13	5	5	0	19	0
0	0	0	0	0	2	0	1	0	0	0	0	0
9	4	17	3	11	45	11	28	4	32	4	37	3
10	7	13	6	10	72	18	18	7	68	7	71	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	1	1	0	0	1	0	1	1	2	0
0	0	1	0	0	0	0	0	0	1	0	0	0
46	23	29	27	27	132	90	142	48	46	15	97	5
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	2	0	1	0	0	5	0
33	15	32	12	19	37	56	33	44	34	12	65	5
133	57	119	72	71	226	155	72	69	270	39	325	11
0	0	0	0	0	0	0	0	0	1	0	0	0
1	2	13	1	1	1	4	0	5	1	0	2	0
6	3	5	0	6	16	8	10	3	13	1	15	1
3	1	0	0	0	11	1	8	1	5	1	11	0
6	0	7	1	4	10	6	12	1	10	3	10	1
2	4	5	7	4	15	3	8	1	39	1	43	0
4	2	1	0	0	13	1	20	0	17	0	30	0
52	33	34	34	26	188	87	57	39	82	15	114	12
6	4	6	1	6	72	10	10	8	25	3	29	1
286	178	281	154	189	1603	507	769	287	1470	103	1576	44
5	7	5	3	5	9	23	19	5	32	0	12	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	3	0	4	1	2	5	0	1	0
50	28	64	27	38	79	77	63	41	67	21	91	10
14	11	1	8	9	17	14	3	5	25	4	34	2
28	13	29	4	17	48	21	14	13	79	3	90	3
0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	2	0	4	61	4	14	1	49	0	57	0
0	0	2	1	2	14	1	14	2	16	0	17	0
52	59	32	31	13	76	88	26	37	87	18	90	4
0	0	1	0	0	9	0	7	0	5	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
7	6	8	10	4	33	7	14	4	65	1	113	0
0	0	0	0	0	1	1	0	0	1	0	1	0
15	6	24	8	10	36	23	15	10	29	1	34	2
35	25	35	21	18	115	83	60	42	62	12	66	2
7	4	2	2	3	0	4	0	4	2	2	4	0
134	93	143	65	77	582	310	268	129	397	32	487	14
18	4	16	3	6	22	26	15	10	25	4	32	1
1	8	5	5	2	0	13	0	3	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
18	11	22	13	12	115	42	48	22	101	4	133	1
23	6	8	12	10	1	30	0	16	0	6	2	0
1	0	0	0	0	0	0	0	0	1	0	0	0
166	7	410	12	144	3	63	1	61	2	6	2	5
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
10	9	25	7	14	146	39	53	20	40	6	40	4
3	0	2	2	6	11	5	6	4	8	1	8	0
29	7	32	8	22	19	20	6	21	15	10	21	3
0	0	0	0	0	0	0	0	0	0	0	1	0
17	25	18	10	17	111	38	65	30	56	8	55	6
41	18	46	18	23	251	82	177	33	217	9	255	4
19	8	24	11	20	107	38	66	13	64	3	89	5
62	15	79	44	66	288	121	60	64	171	28	200	6
15	10	11	9	9	194	45	146	22	81	4	84	4
18	8	11	9	22	221	65	143	36	139	7	168	4
21	8	23	8	20	160	69	87	23	89	4	85	3
9	2	15	0	10	66	27	56	14	27	3	33	3
14	4	10	5	5	57	17	19	13	56	7	58	3
0	2	4	4	0	2	4	1	1	2	0	2	0
36	14	37	9	14	58	48	21	28	61	4	62	7
5	3	5	3	5	7	5	8	4	25	4	26	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
11	4	13	10	9	21	19	15	8	14	4	20	1
12	7	16	10	18	6	26	1	9	12	1	10	1
19	14	14	13	12	24	25	51	22	119	5	155	0
30	11	14	3	13	57	17	18	12	60	2	74	1
13	2	12	1	8	83	12	40	2	32	4	47	2
4	1	3	3	1	6	6	3	3	8	0	21	1
3	2	4	0	3	3	4	2	3	4	1	4	2
7	9	7	4	5	7	6	2	7	10	4	13	0
0	0	0	1	0	1	1	0	0	0	0	0	0
9	3	4	3	5	6	15	7	8	9	4	9	1
0	0	0	0	0	0	0	0	0	0	0	0	0
16	5	16	4	14	54	19	6	12	24	5	29	3
0	0	0	0	0	8	1	8	0	4	0	6	0
8	13	16	10	13	24	20	25	15	26	4	34	3
50	25	70	11	17	123	81	60	26	90	13	93	5
0	0	0	0	0	0	0	0	0	0	0	0	0
110	61	85	38	38	802	171	261	81	372	32	522	8
25	28	25	19	14	2	13	1	6	3	0	7	6
7	3	9	1	2	8	3	8	2	9	4	5	1
24	16	13	11	17	58	25	28	11	34	6	27	1
5	2	6	2	3	5	2	5	3	8	0	6	0
23	14	23	2	8	2	27	0	10	1	6	2	4
31	34	46	19	18	17	57	10	25	20	15	27	9
1	0	0	0	0	0	0	0	0	1	0	2	0
6	3	13	1	4	41	19	24	8	33	5	43	1
1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0
3	5	10	2	5	35	12	36	8	20	3	44	2
1	0	2	2	0	1	1	0	2	2	2	5	0
4	0	5	5	3	217	1	198	3	136	2	141	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	1	0	0	0	0	0	0	0
17	13	31	6	24	150	132	26	33	89	8	117	2
1	0	1	0	2	51	0	12	0	49	0	87	0
0	0	0	0	1	0	0	0	0	0	0	0	0
16	13	13	6	8	115	32	64	17	74	4	100	2
232	54	128	48	60	43	287	4	98	9	30	11	13
1	1	0	0	2	2	3	2	2	3	1	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0
13	6	16	12	6	41	7	63	4	67	2	106	0
24	28	23	30	15	38	39	58	17	36	5	64	13
81	89	89	34	65	15	61	33	25	273	11	286	40
0	1	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	1	1	0	0	1	0	0	0
0	0	0	1	0	0	1	0	0	0	1	0	0
0	1	1	0	2	1	4	1	0	2	0	2	0
7	0	1	2	0	0	0	0	1	2	1	0	0
0	1	0	0	0	0	1	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	0	0
16	14	17	3	15	44	10	24	9	39	2	58	1
9	7	14	5	13	48	9	35	6	51	4	52	2
5	2	6	2	5	31	13	31	7	31	1	36	0
22	25	23	13	8	28	38	25	19	55	7	67	8
2	1	10	0	4	6	7	2	5	7	1	9	1
0	1	2	0	0	2	1	0	5	1	1	1	0
0	0	1	0	2	2	0	1	2	1	0	3	0
1	1	2	0	0	0	4	0	3	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0
72	39	59	31	43	327	124	62	60	260	13	335	13
5	8	18	3	3	12	15	9	7	16	6	19	0
19	6	23	8	13	131	40	64	18	77	4	71	4
0	0	0	0	0	0	0	0	0	1	0	0	0
364	183	335	170	217	1289	615	685	300	682	77	885	41
64	29	56	31	56	47	74	51	38	83	6	93	10
8	2	2	5	4	19	7	14	5	14	1	39	1
9	1	9	2	9	19	7	2	6	2	4	6	0
20	1	17	6	9	109	21	24	10	73	4	64	2
61	32	55	21	40	506	97	338	51	383	17	537	12
3	2	2	0	1	66	3	52	0	61	0	86	1
0	0	1	0	0	2	0	0	1	1	0	0	0
47	59	93	27	49	209	106	207	73	230	25	215	10
17	18	20	11	10	2	62	1	14	6	8	4	1
203	110	179	80	171	16	231	10	133	16	51	11	28
30	4	16	5	7	71	29	22	14	162	4	191	3
17	8	16	4	14	44	32	7	15	41	6	43	3
10	3	7	1	8	31	10	12	5	25	1	30	2
4	0	4	0	3	14	1	8	0	34	0	31	0
0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	3	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0	0	1	2	0	1	0	1	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
2	1	1	4	2	1	2	0	6	1	3	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	0	0	4	0	6	0
1	0	0	0	0	2	0	3	0	5	0	2	0
70	34	38	5	56	59	105	3	40	36	14	38	11
1	0	0	0	0	5	2	4	0	2	0	9	0
0	0	0	0	0	1	0	0	0	1	0	1	0
0	0	3	0	0	0	1	0	1	0	0	0	0
20	13	23	12	17	76	32	72	18	104	5	115	2
17	13	11	7	8	24	10	7	6	10	3	19	0
9	13	11	6	6	21	10	5	4	17	5	28	3
25	13	23	15	31	46	22	8	11	43	12	49	4
1	0	0	0	0	2	1	3	0	5	0	9	0
0	1	1	0	0	6	0	6	1	5	0	5	0
16	5	15	4	9	19	11	15	7	45	4	60	5
15	9	15	7	7	20	19	9	15	20	3	40	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	2	0	4	0	3	0	4	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
13	5	8	2	6	197	21	107	8	166	1	219	0
11	2	14	10	12	25	13	1	13	12	8	18	4
6	0	2	1	1	22	1	10	3	11	0	20	0
20	11	18	10	9	12	23	11	18	11	3	16	3
5	3	6	2	2	0	9	1	0	3	0	1	0
7	6	5	1	4	35	18	19	7	27	5	38	0
34	22	38	20	24	100	51	31	24	67	8	79	1
15	10	25	10	21	213	36	50	19	130	5	141	5
24	24	27	15	11	81	43	18	16	138	8	185	3
11	4	10	2	6	25	7	10	6	14	3	29	0
2	0	4	0	1	13	5	2	3	9	0	18	0
2	0	5	0	1	50	2	57	1	106	0	106	2
0	0	1	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
15	14	16	11	6	3	19	5	9	7	5	17	1
47	21	34	26	29	70	63	49	31	79	6	105	6
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
19	4	21	4	14	50	18	9	7	39	4	64	1
16	4	20	6	14	64	18	27	17	86	6	101	5
0	1	0	0	0	1	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	0	0
6	5	16	3	7	38	17	7	9	61	5	56	2
4	0	1	2	0	7	2	0	0	9	1	7	1
13	3	17	7	11	49	24	21	8	43	2	32	4
5	1	3	0	6	32	11	4	0	21	1	23	1
49	49	58	26	17	500	59	295	64	478	19	677	7
4	4	0	0	3	14	5	2	4	12	0	16	0
27	5	22	4	19	21	28	7	12	27	4	44	2
14	5	14	4	7	15	18	14	6	23	2	38	1
1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	1	0	0	0
176	16	86	16	24	17	44	9	67	13	11	16	2
21080	24872	27930	28437	27496	201304	54493	155380	30694	126934	18484	95561	6561
0	0	0	0	1	0	0	0	0	0	1	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
79	38	63	27	48	75	74	18	68	59	26	72	9
1	0	4	0	2	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
13	10	22	5	14	56	19	23	19	30	5	30	1
81	63	84	24	63	605	172	488	89	294	19	315	4
50	21	56	13	28	177	93	33	53	81	5	82	5
143	113	170	45	86	767	247	571	149	484	36	537	14
370	268	466	216	285	1276	672	1023	394	1478	131	1461	91
3	1	2	1	0	6	6	0	1	7	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	1	1	0	0	2	0	2	0
2	1	0	1	0	20	1	2	1	10	1	6	0
0	0	0	0	0	0	0	0	0	0	0	0	0
67	15	69	13	26	68	72	29	42	86	22	126	8
54	28	46	28	29	133	57	84	29	128	8	133	6
8	3	7	2	3	7	7	3	3	18	0	32	2
22	3	25	7	21	57	27	32	14	143	4	197	3
8	10	11	4	15	46	15	22	4	48	6	48	0
0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	6	3	2	30	7	13	5	26	2	20	1
21	18	28	10	8	50	31	35	23	56	6	53	4
95	58	73	39	60	160	167	136	89	126	23	166	10
9	3	11	4	5	35	9	6	5	31	4	41	0
6	1	7	2	5	34	2	29	7	18	3	35	3
15	24	34	8	14	17	50	16	28	30	10	18	4
3	0	2	0	2	2	1	2	1	4	0	5	1
2	4	4	3	2	1	3	1	3	1	0	0	1
2	3	6	3	0	37	12	20	9	18	2	24	0
1	0	1	0	0	43	1	4	0	34	0	50	0
58	33	60	23	32	58	82	9	38	80	14	92	4
49	23	52	18	18	17	47	8	38	21	10	25	3
0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	3	2	1	12	7	5	3	10	0	9	0
24	19	23	14	18	58	32	8	22	50	1	57	3
0	0	1	0	0	0	0	0	1	1	0	1	0
15	11	15	8	12	61	20	19	10	69	3	86	2
29	24	26	11	16	199	49	73	31	152	13	155	2
2	1	3	0	0	16	5	4	1	12	0	7	1
17	7	10	4	8	6	23	0	6	4	1	4	0
4	1	1	1	0	1	1	1	0	3	0	3	0
19	7	17	11	11	68	31	27	18	44	4	55	1
16	3	9	3	7	27	11	11	4	16	1	13	1
0	0	0	0	0	0	0	0	0	0	0	0	0
21	14	22	15	12	188	62	49	27	190	11	240	2
10	5	10	8	14	2	8	0	3	4	4	2	2
0	0	0	0	0	0	0	0	1	0	0	0	0
1	2	1	1	1	1	2	0	0	0	0	0	0
2	0	2	1	1	6	2	8	0	12	0	9	0
2	1	2	7	3	0	4	0	2	0	1	1	1
48	22	55	17	23	78	66	46	46	81	9	112	6
73	64	92	40	71	19	110	39	64	42	26	29	10
9	13	11	4	14	99	31	27	9	42	3	67	1
10	1	16	3	8	26	6	13	4	25	1	30	1
0	0	0	0	0	0	0	0	0	0	0	0	0
21	6	13	3	9	23	14	2	12	23	7	41	2
0	1	0	0	0	0	0	0	0	0	1	0	0
57	30	47	17	37	397	70	227	47	340	18	394	8
1	1	1	0	0	0	1	3	0	4	0	3	0
0	0	0	0	0	5	0	1	0	4	0	4	0
19	17	34	4	19	37	28	20	27	32	9	50	4
0	0	0	0	0	0	0	0	0	0	0	0	0
50	23	79	16	36	228	115	158	36	192	15	278	7
19	8	15	4	9	34	13	9	16	42	2	42	2
8	0	5	1	8	34	3	7	3	31	2	30	1
21	14	26	10	22	97	34	21	14	97	4	79	1
39	18	31	13	19	137	38	36	22	108	8	156	5
0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0
18	10	24	14	17	33	46	16	15	46	9	56	5
15	10	14	7	1	12	15	14	8	11	3	17	2
31	6	26	10	20	64	36	60	20	77	11	80	1
8	4	10	3	5	55	15	24	4	37	4	40	0
13	10	30	8	12	51	34	6	15	32	10	39	3
24	6	25	3	18	53	28	20	14	32	1	39	3
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	1	3	0
0	0	2	4	1	3	2	4	1	2	0	5	0
25	4	14	4	9	60	20	47	7	41	2	39	4
11	7	14	7	8	24	17	29	14	40	2	31	3
18	6	8	1	2	19	16	1	11	16	2	19	0
0	0	0	0	0	2	0	1	0	3	0	4	0
12	12	18	5	9	72	33	41	11	76	3	70	4
12	5	16	2	10	33	11	10	6	28	3	61	1
0	0	0	0	0	0	0	0	0	0	0	0	0
43	27	47	20	27	293	97	129	43	199	9	263	1
17	12	17	5	8	26	26	28	5	45	5	45	1
22	9	20	6	17	128	24	73	13	92	4	86	1
0	0	0	0	0	0	0	0	0	0	0	0	0
16	11	17	6	13	67	29	22	11	52	5	75	3
21	21	40	23	20	133	47	74	33	108	11	112	4
37	25	46	22	32	108	39	27	25	104	10	136	4
214	97	198	85	99	1097	410	465	160	934	54	1029	31
11	6	11	4	5	47	16	21	7	32	6	38	0
36	16	37	16	24	74	41	16	30	63	4	65	3
1	0	0	1	0	0	1	1	0	0	0	2	0
13	6	18	3	20	62	25	16	12	55	6	47	0
114	90	107	61	69	441	231	443	100	311	34	380	24
