SC	10T 5aza D5	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IPS	IF	10T	10T 5aza D10	BJ Fib	IF	10T	IF AdMyoD D5	Myo	SC	10T	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D10	Myo	SC	NA
19572	Snord37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19573	Snord38a	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
19574	Snord42a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19575	Snord42b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19576	Snord43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19577	Snord45b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19578	Snord45c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19579	Snord47	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
19580	Snord49a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19581	Snord49b	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19582	Snord4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19583	Snord52	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19584	Snord53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19585	Snord55	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
19586	Snord57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
19587	Snord58b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19588	Snord61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
19589	Snord64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19590	Snord65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
19591	Snord66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19592	Snord67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19593	Snord68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19594	Snord69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19595	Snord7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19596	Snord70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19597	Snord71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
19598	Snord72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
19599	Snord73a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19600	Snord8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19601	Snord82	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19602	Snord83b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
19603	Snord85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19604	Snord87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19605	Snord88a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19606	Snord88c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19607	Snord89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19608	Snord90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19609	Snord91a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19610	Snord92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19611	Snord93	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19612	Snord95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19613	Snord96a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19614	Snord98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19615	Snord99	1	0	0	0	0	3	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1	0
19616	Snph	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
19617	Snrk	23	12	2	29	12	36	8	23	42	14	22	1	1	37	7	14	2	70	7	3	16	32	11	17	9	19	3	1	10	6	6	0	21	4
19618	Snrnp200	39	53	1	131	20	60	48	34	97	16	37	5	1	92	99	33	3	123	64	3	146	61	72	42	72	14	42	0	91	20	39	4	114	6
19619	Snrnp25	16	68	6	123	13	9	33	39	103	10	8	2	1	72	131	19	1	53	72	1	173	41	81	62	170	14	32	1	106	3	54	6	140	2
19620	Snrnp27	109	181	23	384	71	130	179	235	316	60	70	9	3	302	341	151	8	144	163	12	639	205	159	231	201	98	184	16	502	27	139	22	597	16
19621	Snrnp35	12	16	1	48	1	10	16	9	37	1	12	1	1	40	44	18	0	34	17	2	62	16	20	11	41	2	9	1	50	3	12	0	46	1
19622	Snrnp40	25	24	4	75	13	34	18	24	69	8	12	4	2	55	84	16	2	67	43	2	109	36	45	22	60	19	15	3	58	6	21	0	68	5
19623	Snrnp48	19	7	3	29	14	20	20	19	36	10	15	0	0	28	31	11	1	8	15	2	41	49	10	27	11	12	9	0	46	2	14	2	41	3
19624	Snrnp70	101	113	16	357	31	92	81	110	230	26	62	4	0	226	292	67	2	186	152	7	387	116	159	126	223	63	66	4	198	26	98	6	211	10
19625	Snrpa	39	54	5	113	37	76	54	43	95	23	33	2	8	89	94	40	4	95	52	5	174	90	39	62	153	51	27	2	88	12	28	5	146	10
19626	Snrpa1	41	99	5	310	28	45	63	79	203	19	32	5	22	229	452	46	15	213	199	5	523	109	223	78	263	54	60	10	220	13	72	4	252	6
19627	Snrpb	284	370	37	848	232	420	332	386	501	157	214	24	9	596	977	225	8	499	495	27	1560	711	430	384	973	328	278	21	727	88	272	31	908	64
19628	Snrpb2	77	137	13	347	47	102	111	147	212	38	51	6	4	224	271	82	0	138	144	11	524	195	140	132	125	78	95	11	355	26	83	17	417	15
19629	Snrpc	53	137	3	261	28	61	94	81	202	29	39	10	1	227	312	69	0	185	134	7	349	142	139	98	251	57	72	4	192	13	111	9	220	8
19630	Snrpd1	87	199	11	630	70	132	153	133	349	41	66	9	193	405	900	124	134	270	457	10	1168	249	415	226	374	91	174	16	517	28	188	9	569	14
19631	Snrpd2	419	669	45	1796	305	612	449	557	1203	217	381	34	158	1218	1905	401	144	819	895	49	3388	1214	839	760	2375	548	468	55	1608	135	426	35	1856	81
19632	Snrpd3	187	397	17	724	74	259	283	173	425	42	137	29	53	470	1235	268	47	289	662	20	2130	341	539	291	726	140	322	13	658	33	326	18	683	14
19633	Snrpe	295	526	28	1241	169	349	346	381	803	103	204	30	351	802	1438	313	305	411	747	27	2410	633	685	464	640	299	515	43	1248	99	425	41	1318	41
19634	Snrpf	33	81	3	135	35	79	49	39	92	23	29	6	26	105	205	44	8	67	126	4	414	83	116	52	95	55	62	3	85	12	73	1	127	8
19635	Snrpg	562	599	53	1706	359	692	487	501	1019	223	348	25	13	1072	1926	368	9	720	976	40	3550	1095	905	737	1059	575	496	49	1587	169	500	55	1850	94
19636	Snrpn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19637	Snta1	8	8	2	66	11	15	13	33	70	6	8	1	0	45	27	8	0	38	11	1	9	6	19	17	15	4	4	1	50	0	3	0	55	0
19638	Sntb1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
19639	Sntb2	61	54	9	124	31	52	107	86	104	17	41	8	0	111	54	59	0	80	29	4	55	47	34	44	19	42	20	0	43	32	16	4	48	5
19640	Sntg1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19641	Sntg2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19642	Sntn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19643	Snupn	4	14	1	45	4	3	10	22	29	5	8	0	0	25	24	13	2	8	22	0	27	16	13	14	12	5	10	4	32	4	9	0	48	1
19644	Snurf	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19645	Snw1	112	143	12	309	51	138	180	187	216	52	107	12	1	233	226	148	1	212	125	16	435	197	135	181	218	100	99	11	276	49	97	18	333	17
19646	Snx1	133	44	4	134	71	134	40	107	146	51	79	6	7	132	59	34	38	117	28	4	237	225	33	114	138	116	24	4	205	42	35	17	289	18
19647	Snx10	6	21	3	82	5	14	38	64	60	2	0	4	0	68	10	21	0	37	5	4	29	19	4	41	9	7	6	0	12	0	11	3	19	0
19648	Snx11	8	1	0	16	4	7	10	11	12	3	0	0	0	15	14	4	0	8	1	0	12	8	4	5	8	6	2	1	8	0	4	1	16	0
19649	Snx12	37	51	5	175	10	42	70	71	111	19	26	6	1	138	112	42	6	95	62	5	138	72	75	80	76	32	42	3	105	9	42	8	110	5
19650	Snx13	9	8	2	41	4	6	14	27	42	3	6	1	0	34	16	4	2	26	4	0	22	10	20	21	7	7	10	2	29	7	9	1	24	3
19651	Snx14	15	13	1	30	5	5	13	16	23	6	4	0	0	24	11	13	6	25	11	4	25	14	16	20	10	7	7	2	16	4	7	0	29	1
19652	Snx15	14	14	0	44	12	12	12	25	32	2	9	2	0	22	25	6	0	23	9	0	38	22	9	24	22	10	8	0	31	6	10	2	25	1
19653	Snx16	15	8	1	18	7	13	12	8	18	3	8	1	0	15	12	9	1	14	5	1	12	17	9	6	2	4	13	2	13	2	12	1	14	1
19654	Snx17	115	117	7	366	72	119	138	158	309	56	72	9	3	302	273	92	3	253	126	16	291	245	125	209	254	111	66	9	225	22	72	14	267	14
19655	Snx18	26	36	2	142	6	21	72	80	162	8	15	4	1	128	53	39	1	169	17	5	43	19	42	64	12	7	21	3	55	6	26	7	57	3
19656	Snx19	9	9	2	42	5	12	16	21	40	6	6	3	0	25	14	14	1	37	8	1	20	16	21	22	10	4	5	4	21	4	5	1	27	1
19657	Snx2	55	88	15	295	23	44	105	141	217	30	29	4	15	213	136	95	32	210	76	4	201	81	82	156	39	32	67	11	129	15	55	11	170	4
19658	Snx20	0	2	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	7	0	0	1	0	0	0	1	0	2	0	1	0	3	0	1	0
19659	Snx21	4	16	0	26	6	16	14	14	21	1	7	4	0	17	13	11	0	24	1	0	16	15	7	13	10	11	11	1	10	1	7	1	29	0
19660	Snx22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	20	1	0	0	1	0	0	0	8	0
19661	Snx24	12	10	3	36	3	7	11	24	31	8	6	0	1	28	13	4	0	18	6	2	74	19	7	35	8	10	7	2	28	1	7	1	29	1
19662	Snx25	6	1	0	13	3	6	2	5	15	4	1	0	0	21	17	4	1	27	5	0	25	2	12	6	4	2	3	1	11	1	7	1	21	0
19663	Snx27	53	22	8	138	30	42	38	80	103	29	33	4	7	122	65	32	6	93	34	1	133	75	66	44	69	55	16	3	73	32	30	1	127	2
19664	Snx29	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19665	Snx3	94	218	17	490	88	83	184	319	385	68	62	10	16	418	326	197	30	314	175	18	467	191	151	217	212	87	134	14	289	35	146	11	316	17
19666	Snx30	6	14	1	28	5	7	12	22	29	6	5	1	0	21	14	3	0	41	3	0	11	13	14	15	7	7	5	0	18	4	6	0	24	0
19667	Snx31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19668	Snx32	7	1	0	7	5	2	3	19	8	2	5	1	0	8	1	2	0	7	0	0	6	5	1	11	7	4	1	0	16	1	0	2	17	1
19669	Snx33	20	8	6	74	11	20	28	40	64	6	20	3	0	39	14	22	0	48	5	4	10	21	7	21	9	12	9	4	12	6	8	2	25	2
19670	Snx4	55	58	6	233	16	32	53	100	199	7	25	3	3	173	76	54	0	117	31	4	138	54	55	103	47	24	39	7	108	4	39	9	117	6
19671	Snx5	46	85	8	196	21	53	47	104	163	15	41	4	0	137	152	49	1	141	91	6	242	67	111	82	38	48	84	3	163	9	88	12	245	3
19672	Snx6	186	331	16	644	120	145	302	441	447	88	109	16	7	446	395	262	11	220	222	17	645	430	234	355	152	185	246	12	355	85	206	11	508	31
19673	Snx7	3	9	2	90	3	2	11	59	70	1	0	2	1	91	29	10	1	70	12	1	39	6	19	52	16	5	7	2	44	2	14	3	38	0
19674	Snx8	4	13	0	32	0	9	8	6	17	1	5	2	0	20	13	6	0	39	6	0	27	5	17	4	11	2	6	0	18	1	8	0	22	0
19675	Snx9	3	10	2	26	3	4	17	33	28	4	8	0	4	21	43	12	6	42	19	2	36	8	31	14	13	4	9	0	17	1	10	4	31	0
19676	Soat1	27	68	1	188	18	26	49	36	119	18	26	3	0	110	108	38	0	95	59	2	148	64	46	62	72	42	41	5	134	7	31	2	132	7
19677	Soat2	1	5	0	15	0	0	6	5	14	0	0	0	0	7	5	3	0	10	3	0	12	3	1	16	6	0	4	0	11	1	5	0	22	0
19678	Sobp	10	5	0	8	10	10	7	3	7	13	9	1	0	13	18	1	0	4	1	0	1	25	10	4	0	16	2	0	0	4	0	3	0	1
19679	Socs1	6	8	0	19	2	4	2	3	15	1	4	1	0	9	10	4	0	18	9	0	12	9	9	4	13	5	4	0	5	1	7	1	11	0
19680	Socs2	29	8	1	63	10	47	6	10	44	13	24	1	2	54	18	5	2	44	8	1	222	50	3	29	33	42	8	1	92	4	6	0	136	9
19681	Socs3	472	13	1	217	233	596	27	19	232	166	291	3	2	153	18	15	3	152	11	8	12	787	20	88	15	411	13	0	9	28	20	3	17	26
19682	Socs4	2	4	2	3	0	2	2	0	11	0	0	0	0	6	8	2	2	6	3	0	8	1	6	3	2	2	3	1	4	2	2	1	3	0
19683	Socs5	8	41	2	163	2	3	24	40	121	1	7	0	3	96	39	18	0	88	31	2	67	8	48	55	15	2	44	3	31	5	32	4	44	1
19684	Socs6	9	18	2	24	2	17	7	9	26	9	4	0	0	15	45	9	0	24	28	1	54	14	32	9	20	5	11	0	41	3	15	2	42	1
19685	Socs7	31	19	2	51	12	32	29	17	31	5	11	1	0	47	68	24	0	28	30	2	86	40	22	21	31	17	17	1	109	6	14	2	95	1
19686	Sod1	228	419	37	752	138	248	266	420	524	105	134	14	8	589	668	253	7	539	274	13	967	321	286	255	603	129	210	9	688	41	280	21	689	21
19687	Sod2	33	56	4	176	13	63	142	65	115	8	34	10	2	187	124	96	4	282	56	2	185	48	52	49	74	32	48	7	121	6	56	4	144	5
19688	Sod3	51	5	21	302	32	43	48	237	396	23	32	3	0	375	13	28	1	351	6	15	7	50	10	215	1	28	3	20	4	30	13	5	4	12
19689	Soga2	3	9	0	3	3	0	4	4	6	0	1	0	0	5	2	1	0	3	1	0	5	1	13	2	2	0	10	1	11	0	11	0	20	0
19690	Soga3	0	0	0	0	0	0	1	0	0	0	0	0	10	1	0	2	1	0	2	0	10	0	1	0	2	0	0	0	3	0	0	0	3	0
19691	Sohlh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19692	Sohlh2	0	13	0	1	0	0	12	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6	0	3	0	9	0	0	0
19693	Solh	2	2	0	4	1	4	1	5	5	6	3	0	0	4	6	3	0	3	6	0	7	5	3	6	5	4	3	1	5	5	2	0	8	0
19694	Son	332	163	28	653	250	349	274	395	581	257	245	21	49	522	444	176	43	395	242	28	671	527	269	347	232	294	144	28	549	174	109	31	650	70
19695	Sorbs1	18	10	2	56	7	9	13	23	26	5	17	0	0	46	10	13	0	47	8	1	6	10	4	17	7	8	8	1	53	3	5	2	40	2
19696	Sorbs2	10	27	1	15	4	8	28	7	10	2	7	4	0	7	8	20	0	33	3	0	12	5	6	9	4	3	10	2	45	1	7	1	41	1
19697	Sorbs3	28	34	4	56	15	31	61	43	49	7	24	1	0	34	12	36	1	48	17	0	4	25	12	38	8	10	23	2	13	9	13	2	18	6
19698	Sorcs1	4	1	0	1	1	1	1	0	0	0	4	0	0	0	0	2	0	2	0	0	11	4	0	2	8	1	1	0	13	1	0	0	21	1
19699	Sorcs2	3	6	3	13	0	1	4	19	12	1	1	0	0	8	5	4	0	9	3	0	38	5	7	19	7	0	2	2	51	1	4	1	57	0
19700	Sorcs3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19701	Sord	27	30	3	29	10	22	31	31	30	7	13	1	0	22	34	15	0	31	18	0	7	42	19	11	6	17	23	1	14	6	21	0	13	4
19702	Sorl1	20	0	0	1	6	12	2	1	0	8	11	0	1	1	0	3	0	0	0	0	0	14	0	0	2	7	3	0	1	6	0	0	4	4
19703	Sort1	19	4	0	13	4	15	4	9	9	6	17	0	2	33	0	0	1	37	1	0	3	26	1	1	5	12	2	0	24	4	0	2	35	0
19704	Sos1	9	14	0	28	4	10	13	13	31	4	9	1	0	23	22	14	3	29	11	0	24	9	12	16	4	6	10	0	31	3	4	0	36	1
19705	Sos2	15	5	0	14	4	11	10	8	18	7	10	0	0	15	10	9	0	19	8	0	11	11	7	6	2	8	5	0	31	0	2	0	43	0
19706	Sost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	5	0
19707	Sostdc1	4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	14	0	0	0	17	2
19708	Sowaha	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19709	Sowahb	1	1	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0
19710	Sowahc	23	5	1	13	6	21	5	6	17	7	23	0	0	12	5	3	0	18	4	0	18	20	8	4	2	11	2	0	9	5	4	0	7	2
19711	Sowahd	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19712	Sox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19713	Sox10	4	0	0	2	0	5	0	1	1	3	3	0	0	0	0	0	0	5	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0
19714	Sox11	12	1	0	23	4	14	0	11	9	8	7	0	12	17	1	0	2	7	0	0	132	6	1	7	44	3	1	1	222	1	2	0	206	0
19715	Sox12	5	2	0	31	1	5	5	15	42	1	4	1	3	25	3	4	1	44	3	2	46	9	4	15	11	2	6	1	22	1	3	0	38	1
19716	Sox13	2	0	0	4	1	3	0	0	1	1	4	0	1	1	2	0	0	7	1	0	2	1	0	2	0	2	0	0	0	0	0	0	1	0
19717	Sox14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19718	Sox15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
19719	Sox17	19	0	0	5	17	16	0	0	0	16	6	0	0	3	0	0	0	10	1	0	1	7	0	0	0	5	0	0	0	4	0	0	0	2
19720	Sox18	6	0	0	5	5	4	0	0	3	1	5	0	0	2	0	0	0	37	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0
19721	Sox2	0	0	0	1	0	0	1	0	0	0	0	0	71	0	9	0	0	6	4	0	2	0	6	0	0	1	0	1	0	1	0	0	0	0
19722	Sox21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19723	Sox2ot	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
19724	Sox3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19725	Sox30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
19726	Sox4	197	177	33	510	119	136	328	474	420	144	140	26	12	394	547	260	0	239	237	20	1003	502	238	396	359	202	154	17	711	80	110	26	919	22
19727	Sox5	4	1	0	7	2	0	1	3	4	3	4	0	0	3	0	1	0	6	0	0	1	1	0	2	1	1	0	0	1	0	0	0	0	0
19728	Sox6	7	0	0	0	2	4	0	0	2	1	2	0	0	0	0	0	1	2	0	0	3	6	0	0	2	3	0	0	9	0	0	0	7	0
19729	Sox7	5	0	1	2	5	1	0	0	0	0	5	0	0	1	0	0	1	8	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1
19730	Sox8	35	0	0	0	13	33	0	2	2	12	25	0	0	1	0	0	0	1	1	0	7	56	1	0	1	25	0	0	16	9	1	1	7	2
19731	Sox9	18	53	3	234	20	14	86	34	276	5	9	6	0	248	59	41	0	100	32	15	218	17	39	111	47	7	31	6	85	1	56	5	94	1
19732	Sp1	41	16	2	46	14	39	16	24	49	8	20	1	0	40	28	19	0	60	15	1	40	26	34	18	9	22	9	2	30	7	13	1	42	2
19733	Sp100	5	3	2	17	4	2	30	14	6	2	1	0	0	22	0	17	0	42	0	1	0	3	0	11	0	0	1	0	0	0	0	0	0	0
19734	Sp110	2	0	0	10	1	1	3	8	4	3	1	0	0	8	0	9	0	45	1	0	2	5	0	1	1	4	1	0	0	1	0	0	2	0
19735	Sp140	1	0	0	5	0	0	2	3	3	0	0	0	0	3	0	2	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
19736	Sp2	3	3	1	9	2	10	4	4	5	3	3	0	1	13	7	6	0	10	5	0	9	7	9	6	5	3	2	0	6	2	1	1	8	1
19737	Sp3	54	36	5	131	21	38	36	45	102	17	30	2	2	104	49	41	6	101	26	2	72	35	57	61	11	16	32	2	51	6	29	2	60	3
19738	Sp4	10	2	0	4	2	9	0	3	4	2	5	0	5	5	7	3	4	4	0	0	5	6	2	2	2	4	1	0	6	3	3	0	5	0
19739	Sp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
19740	Sp6	1	1	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	4	0
19741	Sp7	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0
19742	Sp8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
19743	Sp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
19744	Spa17	7	11	2	21	6	3	5	4	19	8	5	0	0	11	7	9	0	11	3	1	14	17	4	19	21	6	4	0	24	2	2	0	21	1
19745	Spaca1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
19746	Spaca3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19747	Spaca4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19748	Spaca5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19749	Spaca7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19750	Spag1	0	2	0	5	0	1	0	0	2	1	1	0	0	1	2	2	0	0	1	0	3	1	3	1	2	0	2	0	3	0	4	0	3	0
19751	Spag11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
